date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:25:10	21444/21444	---M--	200	added ('OK')	font/woff2	etag:%22653676f3-53c4%22	https://eth30.bi/static/fonts/tk3iwkuhhaijg75cfrf3bxl8lics1_fv40pkln4nnsesasz7fmlwhyg.woff2	E:/QQ/eth30.bi/static/fonts/tk3iwkuhhaijg75cfrf3bxl8lics1_fv40pkln4nnsesasz7fmlwhyg.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:10	39476/39476	---M--	200	added ('OK')	font/woff2	etag:%22653676ed-9a34%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrldz8z11lfc-k.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrldz8z11lfc-k.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:10	5428/5428	---M--	200	added ('OK')	font/woff2	etag:%22653676ed-1534%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrldz8z1jlfc-k.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrldz8z1jlfc-k.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:11	7840/7840	---M--	200	added ('OK')	font/woff2	etag:%22653676ee-1ea0%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrldz8z1xlfq.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrldz8z1xlfq.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:11	39564/39564	---M--	200	added ('OK')	font/woff2	etag:%22653676f1-9a8c%22	https://eth30.bi/static/fonts/pxieyp8kv8jhgfvrjjbecmne.woff2	E:/QQ/eth30.bi/static/fonts/pxieyp8kv8jhgfvrjjbecmne.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:11	5544/5544	---M--	200	added ('OK')	font/woff2	etag:%22653676f2-15a8%22	https://eth30.bi/static/fonts/pxieyp8kv8jhgfvrjjnecmne.woff2	E:/QQ/eth30.bi/static/fonts/pxieyp8kv8jhgfvrjjnecmne.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:11	7884/7884	---M--	200	added ('OK')	font/woff2	etag:%22653676f1-1ecc%22	https://eth30.bi/static/fonts/pxieyp8kv8jhgfvrjjfecg.woff2	E:/QQ/eth30.bi/static/fonts/pxieyp8kv8jhgfvrjjfecg.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:12	39136/39136	---M--	200	added ('OK')	font/woff2	etag:%22653676f0-98e0%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlgt9z11lfc-k.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlgt9z11lfc-k.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:12	5452/5452	---M--	200	added ('OK')	font/woff2	etag:%22653676f0-154c%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlgt9z1jlfc-k.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlgt9z1jlfc-k.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:12	7748/7748	---M--	200	added ('OK')	font/woff2	etag:%22653676f0-1e44%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlgt9z1xlfq.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlgt9z1xlfq.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:12	39324/39324	---M--	200	added ('OK')	font/woff2	etag:%22653676ee-999c%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlej6z11lfc-k.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlej6z11lfc-k.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:12	5512/5512	---M--	200	added ('OK')	font/woff2	etag:%22653676ef-1588%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlej6z1jlfc-k.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlej6z1jlfc-k.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:13	8000/8000	---M--	200	added ('OK')	font/woff2	etag:%22653676ef-1f40%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlej6z1xlfq.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlej6z1xlfq.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:13	39148/39148	---M--	200	added ('OK')	font/woff2	etag:%22653676eb-98ec%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlcz7z11lfc-k.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlcz7z11lfc-k.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:13	5384/5384	---M--	200	added ('OK')	font/woff2	etag:%22653676ec-1508%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlcz7z1jlfc-k.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlcz7z1jlfc-k.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
00:25:13	7816/7816	---M--	200	added ('OK')	font/woff2	etag:%22653676ec-1e88%22	https://eth30.bi/static/fonts/pxibyp8kv8jhgfvrlcz7z1xlfq.woff2	E:/QQ/eth30.bi/static/fonts/pxibyp8kv8jhgfvrlcz7z1xlfq.woff2	(from https://eth30.bi/static/css/4404874f5e1e4aeb95755ff0175397b5.css)
